,clean_text,category
17687,you are with modi you are with india you are not with modi then you are strengthening antiindia forces what kind campaigning this,1.0
17688,you are blinded modi hatred much that you went compare his popularity with modi jacket sales that summer this completely insane,-1.0
17689,the old bjp has been lost somewhere atal more advani towards the ends and joshi pushing for end earlier atal all jansangh bjp but now modi saha all bjp now the entire bjp party only two hands showing democracy the party ,1.0
17690,all this will continue come but narendra modi needs ,0.0
17691,2019 india super power but pakistan inching towards bankruptcy become chinese colony india fifth largest economy the world believe modi will oblige imran with bailout package comes with begging bowl india,1.0
17692,modi jee give incentive rupees 6000 per month unemployed skilled professionals all categories the country help erdicate unemployment skilled persons who are actually suffering from powerity after spending money and time for getting jobs,1.0
17693,thing modi wont tell nation draining scheme brought demo gst orop direct cash trfrs for lpg subsidy and other path breaking schemes,-1.0
17694,"study says children are taught glorified version hindu rashtra many indian parents take their children shakas over the summer holiday indians fear tht these shakas will increase the risk radicalisation aseemanand purohit modi
rss hydra produces terrorists ",1.0
17695,modi has enough this idiocy ,-1.0
17696,modi again congratulations for getting bangalore south support heart definitely will win bangalore south are expecting good work from your end like ananth ,1.0
17697,the niti ayog stands totally discredited today with their stupid arguments favor criminal modi gvt,-1.0
17698,"sharing facts“ yashoda yashodara and yashodaben “
buddha left his wife yashodara search the truth mahavira left his wife yashoda and became monastic modi left his wife yashodaben and put his life serving the nation ",0.0
17699,"after railway tickets now air india boarding passes have modis picture does this man ever gets tired self promotion
",-1.0
17700,pic hand picked rahul gandhi represent loot pic hand picked modi represent aspiring young india ,1.0
17701,should had warned buttler not that atleast once,0.0
17702,want2save from radicalbecoming next2kasmir save rights from facist then get unitedturn down mamtaher trinmoolestablish bjp nationalisthindutva saver coming electionstate facing the same were kashmir 90sknow cost votescast votes modis candidate,-1.0
17703,least now congress admits under modi government economics has booked and india have enough reserve pay for this schemebut question arises this amount meant for poors will taken corrupt congress ministers and their beurocrats,-1.0
17704,vidio propogater yojana and currency banned from purnia bihar this the effect modi government that touches the heart common man india good governance vote for bjp namo again ,1.0
17705,modi’ acting like presidential candidate that could backfire ,0.0
17706,"rahul thanks for being unsolicited campaigner for bjp usual though scheme not fiscally workable thanks for acknowledging the program the modi govt which has shown the path thanks for being champion spread the word
",1.0
17707,modi fair ,1.0
17708,scared that with modi going will also have ,0.0
17709,everyone knows that people vote for modi and candidate representation wont surprised even hema wins mathura,1.0
17710,traveling uttrakhand currently and whenever talk locals about politics almost all address modi modiji just modi disrespect here guess people give respect the man they adore has earned sure people uttrakhand arent from last century,1.0
17711,"why you think jobs problem only india
all countries including developed ones face employment problem some time
when analyse modi govt taking steps create jobs the answer yes such bias report sends wrong signal world",-1.0
17712,every dying man behaves differently true for everyonebut first thing that struck was pappus face while announcing the 72000 farceu finisher just like modi and dhoni ,1.0
17713,modi can control his criminal ministers mlas mps party members not ,-1.0
17714,joshi was informed ram lal but not modi shah atleast rajnath singh dont know how bjp party functions but this ppl being founding members deserve better farewell,1.0
